Depth sed [m]	Age [ka BP]	Ti/terr	K/terr	Terr/Ca
5.294	100.970	0.405	0.453	0.055
5.296	101.020	0.406	0.457	0.056
5.298	101.070	0.401	0.453	0.058
5.300	101.120	0.397	0.458	0.058
5.302	101.170	0.398	0.446	0.053
5.304	101.220	0.408	0.446	0.053
5.306	101.270	0.379	0.460	0.051
5.308	101.320	0.400	0.442	0.054
5.310	101.370	0.396	0.450	0.050
5.312	101.420	0.401	0.444	0.053
5.314	101.470	0.410	0.439	0.055
5.316	101.520	0.391	0.452	0.053
5.318	101.570	0.390	0.456	0.055
5.320	101.620	0.389	0.456	0.056
5.322	101.662	0.407	0.436	0.053
5.324	101.703	0.412	0.441	0.055
5.326	101.745	0.408	0.441	0.062
5.328	101.786	0.391	0.452	0.065
5.330	101.828	0.396	0.443	0.060
5.332	101.870	0.400	0.456	0.056
5.334	101.911	0.419	0.439	0.059
5.336	101.953	0.412	0.438	0.062
5.338	101.994	0.394	0.441	0.060
5.340	102.036	0.404	0.420	0.058
5.342	102.078	0.401	0.430	0.054
5.344	102.119	0.390	0.446	0.057
5.346	102.161	0.413	0.426	0.059
5.348	102.202	0.408	0.427	0.062
5.350	102.244	0.407	0.443	0.078
5.352	102.286	0.387	0.455	0.078
5.354	102.327	0.391	0.453	0.077
5.356	102.369	0.392	0.447	0.081
5.358	102.410	0.410	0.439	0.087
5.360	102.452	0.409	0.444	0.082
5.362	102.494	0.403	0.452	0.087
5.364	102.535	0.401	0.450	0.082
5.366	102.577	0.393	0.455	0.082
5.368	102.618	0.398	0.451	0.085
5.370	102.660	0.401	0.445	0.091
5.372	102.702	0.389	0.456	0.075
5.374	102.743	0.385	0.460	0.083
5.376	102.785	0.402	0.449	0.088
5.378	102.826	0.406	0.442	0.090
5.380	102.868	0.409	0.441	0.104
5.382	102.910	0.407	0.448	0.105
5.384	102.951	0.400	0.447	0.107
5.386	102.993	0.411	0.450	0.108
5.388	103.034	0.419	0.424	0.128
5.390	103.076	0.401	0.443	0.101
5.392	103.118	0.408	0.443	0.112
5.394	103.159	0.427	0.428	0.148
5.396	103.201	0.419	0.443	0.134
5.398	103.242	0.400	0.448	0.123
5.400	103.284	0.426	0.428	0.135
5.402	103.326	0.426	0.426	0.149
5.404	103.367	0.413	0.436	0.139
5.406	103.409	0.412	0.442	0.122
5.408	103.450	0.405	0.445	0.134
5.410	103.492	0.429	0.431	0.154
5.412	103.534	0.414	0.436	0.134
5.414	103.575	0.418	0.425	0.111
5.416	103.617	0.429	0.421	0.116
5.418	103.658	0.427	0.426	0.109
5.420	103.700	0.411	0.439	0.100
5.422	103.750	0.426	0.422	0.146
5.424	103.800	0.418	0.429	0.161
5.426	103.851	0.421	0.426	0.166
5.428	103.901	0.434	0.409	0.168
5.430	103.951	0.420	0.430	0.182
5.432	104.001	0.422	0.432	0.195
5.434	104.051	0.429	0.423	0.185
5.436	104.101	0.428	0.423	0.181
5.438	104.152	0.427	0.432	0.190
5.440	104.202	0.424	0.427	0.184
5.442	104.252	0.425	0.430	0.168
5.444	104.302	0.421	0.435	0.157
5.446	104.352	0.423	0.429	0.182
5.448	104.403	0.438	0.404	0.211
5.450	104.453	0.425	0.422	0.127
5.452	104.503	0.406	0.436	0.100
5.454	104.553	0.427	0.425	0.118
5.456	104.603	0.408	0.442	0.120
5.458	104.653	0.416	0.438	0.142
5.460	104.704	0.422	0.432	0.200
5.462	104.754	0.426	0.429	0.171
5.464	104.804	0.419	0.423	0.137
5.466	104.854	0.414	0.443	0.147
5.468	104.904	0.415	0.438	0.152
5.470	104.955	0.426	0.429	0.139
5.472	105.005	0.404	0.437	0.142
5.474	105.055	0.427	0.418	0.167
5.476	105.105	0.411	0.435	0.159
5.478	105.155	0.430	0.418	0.184
5.480	105.205	0.418	0.438	0.185
5.482	105.256	0.435	0.416	0.194
5.484	105.306	0.443	0.411	0.156
5.486	105.356	0.403	0.454	0.121
5.488	105.406	0.436	0.426	0.138
5.490	105.456	0.416	0.433	0.138
5.492	105.507	0.442	0.414	0.163
5.494	105.557	0.440	0.406	0.169
5.496	105.607	0.451	0.400	0.153
5.498	105.657	0.415	0.431	0.123
5.500	105.707	0.427	0.421	0.128
5.502	105.757	0.419	0.431	0.141
5.504	105.808	0.427	0.429	0.128
5.506	105.858	0.412	0.443	0.128
5.508	105.908	0.423	0.426	0.134
5.510	105.958	0.406	0.448	0.120
5.512	106.008	0.402	0.448	0.110
5.514	106.059	0.398	0.449	0.106
5.516	106.109	0.371	0.478	0.071
5.518	106.159	0.418	0.437	0.100
5.520	106.209	0.406	0.444	0.111
5.522	106.259	0.397	0.451	0.097
5.524	106.309	0.378	0.471	0.079
5.526	106.360	0.387	0.459	0.074
5.528	106.410	0.397	0.449	0.077
5.530	106.460	0.393	0.459	0.070
5.532	106.500	0.352	0.498	0.047
5.534	106.541	0.364	0.479	0.055
5.536	106.581	0.360	0.477	0.062
5.538	106.622	0.361	0.487	0.056
5.540	106.662	0.352	0.484	0.049
5.542	106.703	0.345	0.503	0.042
5.544	106.743	0.364	0.485	0.057
5.546	106.784	0.364	0.491	0.052
5.548	106.824	0.347	0.489	0.049
5.550	106.864	0.347	0.497	0.047
5.552	106.905	0.320	0.504	0.038
5.554	106.945	0.338	0.505	0.035
5.556	106.986	0.361	0.484	0.053
5.558	107.026	0.363	0.476	0.062
5.560	107.067	0.354	0.480	0.051
5.562	107.107	0.333	0.518	0.039
5.564	107.148	0.324	0.514	0.036
5.566	107.188	0.315	0.524	0.033
5.568	107.228	0.319	0.529	0.034
5.570	107.269	0.321	0.524	0.035
5.572	107.309	0.326	0.519	0.034
5.574	107.350	0.318	0.521	0.035
5.576	107.390	0.377	0.481	0.059
5.578	107.431	0.360	0.476	0.050
5.580	107.471	0.289	0.556	0.030
5.582	107.512	0.288	0.548	0.032
5.584	107.552	0.306	0.530	0.033
5.586	107.592	0.302	0.542	0.035
5.588	107.633	0.299	0.543	0.032
5.590	107.673	0.295	0.547	0.029
5.592	107.714	0.290	0.547	0.028
5.594	107.754	0.300	0.548	0.028
5.596	107.795	0.283	0.562	0.025
5.598	107.835	0.273	0.557	0.025
5.600	107.876	0.289	0.560	0.026
5.602	107.916	0.278	0.564	0.020
5.604	107.956	0.283	0.562	0.022
5.606	107.997	0.301	0.536	0.029
5.608	108.037	0.291	0.541	0.028
5.610	108.078	0.297	0.540	0.028
5.612	108.118	0.285	0.552	0.027
5.614	108.159	0.294	0.541	0.028
5.616	108.199	0.290	0.551	0.027
5.618	108.240	0.301	0.544	0.028
5.620	108.280	0.315	0.534	0.030
5.622	108.320	0.314	0.528	0.029
5.624	108.361	0.310	0.538	0.031
5.626	108.401	0.325	0.524	0.036
5.628	108.442	0.344	0.507	0.041
5.630	108.482	0.360	0.496	0.045
5.632	108.523	0.354	0.485	0.044
5.634	108.563	0.347	0.484	0.045
5.636	108.604	0.329	0.523	0.039
5.638	108.644	0.313	0.536	0.035
5.640	108.684	0.289	0.547	0.031
5.642	108.725	0.298	0.529	0.033
5.644	108.765	0.312	0.526	0.033
5.646	108.806	0.309	0.539	0.032
5.648	108.846	0.314	0.531	0.034
5.650	108.887	0.323	0.517	0.037
5.652	108.927	0.345	0.507	0.041
5.654	108.968	0.315	0.540	0.035
5.656	109.008	0.317	0.529	0.038
5.658	109.048	0.309	0.528	0.037
5.660	109.089	0.301	0.536	0.037
5.662	109.129	0.323	0.525	0.037
5.664	109.170	0.305	0.543	0.035
5.666	109.210	0.334	0.518	0.040
5.668	109.251	0.330	0.519	0.041
5.670	109.291	0.337	0.504	0.043
5.672	109.332	0.317	0.517	0.041
5.674	109.372	0.325	0.515	0.043
5.676	109.412	0.355	0.502	0.053
5.678	109.453	0.356	0.487	0.063
5.680	109.493	0.355	0.487	0.058
5.682	109.534	0.356	0.478	0.057
5.684	109.574	0.347	0.493	0.052
5.686	109.615	0.346	0.499	0.042
5.688	109.655	0.322	0.518	0.042
5.690	109.696	0.332	0.509	0.048
5.692	109.736	0.351	0.489	0.049
5.694	109.776	0.347	0.498	0.044
5.696	109.817	0.345	0.481	0.048
5.698	109.857	0.367	0.467	0.056
5.700	109.898	0.364	0.474	0.056
5.702	109.938	0.364	0.487	0.057
5.704	109.979	0.353	0.481	0.050
5.706	110.019	0.334	0.506	0.043
5.708	110.060	0.330	0.509	0.043
5.710	110.100	0.350	0.497	0.049
5.712	110.141	0.350	0.488	0.051
5.714	110.181	0.341	0.506	0.050
5.716	110.222	0.382	0.475	0.062
5.718	110.262	0.379	0.459	0.067
5.720	110.303	0.385	0.465	0.073
5.722	110.343	0.373	0.477	0.072
5.724	110.384	0.366	0.471	0.060
5.726	110.424	0.365	0.473	0.049
5.728	110.465	0.349	0.485	0.052
5.730	110.505	0.357	0.483	0.053
5.732	110.546	0.374	0.473	0.057
5.734	110.586	0.353	0.496	0.047
5.736	110.627	0.355	0.492	0.050
5.738	110.667	0.361	0.492	0.052
5.740	110.708	0.356	0.492	0.055
5.742	110.748	0.349	0.504	0.046
5.744	110.789	0.334	0.504	0.045
5.746	110.829	0.353	0.497	0.047
5.748	110.870	0.341	0.501	0.043
5.750	110.910	0.331	0.511	0.043
5.752	110.951	0.330	0.520	0.042
5.754	110.991	0.329	0.529	0.038
5.756	111.032	0.325	0.518	0.035
5.758	111.072	0.322	0.511	0.037
5.760	111.113	0.328	0.520	0.037
5.762	111.153	0.347	0.496	0.039
5.764	111.194	0.352	0.491	0.042
5.766	111.234	0.343	0.502	0.041
5.768	111.275	0.341	0.510	0.039
5.770	111.315	0.335	0.508	0.040
5.772	111.356	0.333	0.518	0.039
5.774	111.396	0.339	0.500	0.040
5.776	111.437	0.309	0.535	0.030
5.778	111.477	0.318	0.532	0.030
5.780	111.518	0.348	0.490	0.043
5.782	111.558	0.386	0.474	0.056
5.784	111.599	0.371	0.474	0.055
5.786	111.639	0.358	0.487	0.054
5.788	111.680	0.378	0.470	0.059
5.790	111.720	0.350	0.494	0.046
5.792	111.760	0.353	0.491	0.044
5.794	111.801	0.357	0.485	0.041
5.796	111.841	0.335	0.496	0.040
5.798	111.881	0.350	0.481	0.035
5.800	111.922	0.343	0.496	0.045
5.802	111.962	0.398	0.451	0.065
5.804	112.002	0.388	0.447	0.063
5.806	112.043	0.375	0.461	0.059
5.808	112.083	0.362	0.483	0.055
5.810	112.123	0.369	0.469	0.059
5.812	112.164	0.377	0.468	0.061
5.814	112.204	0.368	0.474	0.058
5.816	112.244	0.384	0.471	0.056
5.818	112.285	0.368	0.474	0.055
5.820	112.325	0.366	0.485	0.057
5.822	112.365	0.375	0.473	0.053
5.824	112.406	0.383	0.467	0.058
5.826	112.446	0.377	0.464	0.059
5.828	112.486	0.372	0.464	0.061
5.830	112.527	0.383	0.460	0.061
5.832	112.567	0.381	0.459	0.067
5.834	112.607	0.394	0.443	0.074
5.836	112.648	0.434	0.415	0.102
5.838	112.688	0.432	0.416	0.099
5.840	112.728	0.449	0.401	0.101
5.842	112.769	0.437	0.409	0.104
5.844	112.809	0.401	0.432	0.072
5.846	112.849	0.424	0.425	0.088
5.848	112.890	0.421	0.418	0.098
5.850	112.930	0.451	0.400	0.119
5.852	112.970	0.438	0.412	0.106
5.854	113.010	0.450	0.407	0.109
5.856	113.050	0.449	0.404	0.115
5.858	113.090	0.441	0.405	0.123
5.860	113.130	0.448	0.398	0.121
5.862	113.170	0.420	0.431	0.105
5.864	113.210	0.444	0.411	0.121
5.866	113.250	0.454	0.399	0.143
5.868	113.290	0.428	0.419	0.122
5.870	113.330	0.448	0.409	0.131
5.872	113.370	0.420	0.417	0.109
5.874	113.410	0.426	0.417	0.106
5.876	113.450	0.451	0.388	0.167
5.878	113.490	0.444	0.403	0.175
5.880	113.530	0.465	0.391	0.192
5.882	113.570	0.463	0.389	0.212
5.884	113.610	0.469	0.388	0.224
5.886	113.650	0.468	0.382	0.253
5.888	113.690	0.468	0.382	0.222
5.890	113.730	0.458	0.385	0.208
5.892	113.767	0.477	0.378	0.202
5.894	113.804	0.466	0.383	0.207
5.896	113.841	0.473	0.375	0.198
5.898	113.878	0.470	0.381	0.174
5.900	113.915	0.470	0.381	0.131
5.902	113.952	0.469	0.388	0.109
5.904	113.988	0.452	0.388	0.105
5.906	114.025	0.449	0.401	0.081
5.908	114.062	0.447	0.404	0.080
5.910	114.099	0.451	0.400	0.092
5.912	114.136	0.448	0.405	0.088
5.914	114.173	0.445	0.409	0.084
5.916	114.210	0.431	0.414	0.079
5.918	114.247	0.434	0.419	0.076
5.920	114.284	0.437	0.419	0.072
5.942	114.690	0.422	0.426	0.065
5.944	114.727	0.426	0.427	0.062
5.946	114.764	0.420	0.426	0.062
5.948	114.801	0.444	0.407	0.063
5.950	114.838	0.438	0.416	0.061
5.952	114.875	0.425	0.416	0.058
5.954	114.912	0.420	0.421	0.055
5.956	114.948	0.421	0.430	0.057
5.958	114.985	0.418	0.427	0.054
5.960	115.022	0.417	0.429	0.055
5.962	115.059	0.425	0.417	0.060
5.964	115.096	0.419	0.421	0.059
5.966	115.133	0.417	0.430	0.058
5.968	115.170	0.420	0.424	0.058
5.970	115.207	0.417	0.428	0.060
5.972	115.244	0.435	0.411	0.061
5.974	115.281	0.411	0.431	0.057
5.976	115.318	0.407	0.427	0.061
5.978	115.355	0.405	0.440	0.054
5.980	115.392	0.427	0.415	0.057
5.982	115.428	0.425	0.406	0.057
5.984	115.465	0.417	0.420	0.055
5.986	115.502	0.413	0.425	0.059
5.988	115.539	0.439	0.406	0.059
5.990	115.576	0.438	0.404	0.057
5.992	115.613	0.410	0.425	0.051
5.994	115.650	0.418	0.418	0.050
5.996	115.687	0.414	0.422	0.050
5.998	115.724	0.406	0.428	0.050
6.000	115.761	0.402	0.450	0.044
6.002	115.798	0.399	0.448	0.042
6.004	115.835	0.410	0.435	0.047
6.006	115.872	0.407	0.435	0.044
6.008	115.908	0.396	0.443	0.044
6.010	115.945	0.413	0.448	0.046
6.012	115.982	0.409	0.429	0.046
6.014	116.019	0.406	0.444	0.049
6.016	116.056	0.402	0.433	0.049
6.018	116.093	0.401	0.451	0.045
6.020	116.130	0.382	0.459	0.049
6.022	116.163	0.403	0.439	0.050
6.024	116.197	0.422	0.418	0.053
6.026	116.230	0.403	0.456	0.048
6.028	116.263	0.407	0.447	0.049
6.030	116.296	0.412	0.443	0.046
6.032	116.330	0.409	0.447	0.049
6.034	116.363	0.436	0.429	0.050
6.036	116.396	0.407	0.446	0.049
6.038	116.429	0.422	0.442	0.048
6.040	116.463	0.424	0.428	0.052
6.042	116.496	0.404	0.448	0.051
6.044	116.529	0.405	0.447	0.047
6.046	116.563	0.405	0.443	0.049
6.048	116.596	0.420	0.440	0.047
6.050	116.629	0.398	0.446	0.048
6.052	116.662	0.381	0.451	0.045
6.054	116.696	0.420	0.437	0.047
6.056	116.729	0.403	0.445	0.045
6.058	116.762	0.412	0.435	0.047
6.060	116.795	0.397	0.449	0.043
6.062	116.829	0.398	0.458	0.043
6.064	116.862	0.394	0.443	0.047
6.066	116.895	0.406	0.441	0.048
6.068	116.929	0.398	0.466	0.046
6.070	116.962	0.396	0.464	0.043
6.072	116.995	0.400	0.458	0.043
6.074	117.028	0.395	0.464	0.044
6.076	117.062	0.405	0.459	0.044
6.078	117.095	0.401	0.453	0.047
6.080	117.128	0.404	0.447	0.047
6.082	117.161	0.393	0.447	0.047
6.084	117.195	0.385	0.454	0.046
6.086	117.228	0.401	0.459	0.044
6.088	117.261	0.380	0.473	0.041
6.090	117.295	0.393	0.461	0.042
6.092	117.328	0.392	0.456	0.044
6.094	117.361	0.392	0.463	0.045
6.096	117.394	0.403	0.452	0.044
6.098	117.428	0.393	0.458	0.041
6.100	117.461	0.398	0.454	0.036
6.102	117.494	0.394	0.454	0.040
6.104	117.527	0.390	0.469	0.038
6.106	117.561	0.390	0.458	0.042
6.108	117.594	0.392	0.468	0.039
6.110	117.627	0.391	0.462	0.039
6.112	117.661	0.382	0.469	0.038
6.114	117.694	0.369	0.470	0.037
6.116	117.727	0.397	0.454	0.037
6.118	117.760	0.392	0.450	0.040
6.120	117.794	0.398	0.455	0.044
6.122	117.827	0.393	0.460	0.039
6.124	117.860	0.401	0.464	0.038
6.126	117.893	0.387	0.470	0.039
6.128	117.927	0.389	0.453	0.038
6.130	117.960	0.386	0.455	0.036
6.132	117.976	0.403	0.455	0.038
6.134	117.993	0.396	0.447	0.040
6.136	118.009	0.386	0.466	0.039
6.138	118.026	0.373	0.459	0.037
6.140	118.042	0.386	0.462	0.034
6.142	118.058	0.412	0.446	0.040
6.144	118.075	0.388	0.467	0.042
6.146	118.091	0.390	0.467	0.040
6.148	118.108	0.397	0.460	0.052
6.150	118.124	0.384	0.458	0.048
6.152	118.140	0.401	0.453	0.053
6.154	118.157	0.404	0.451	0.058
6.156	118.173	0.379	0.462	0.037
6.158	118.190	0.386	0.450	0.033
6.160	118.206	0.379	0.472	0.034
6.162	118.222	0.364	0.479	0.034
6.164	118.239	0.371	0.474	0.034
6.166	118.255	0.367	0.488	0.036
6.168	118.272	0.374	0.475	0.039
6.170	118.288	0.360	0.485	0.038
6.172	118.304	0.371	0.472	0.038
6.174	118.321	0.383	0.469	0.038
6.176	118.337	0.384	0.471	0.041
6.178	118.354	0.374	0.474	0.041
6.180	118.370	0.376	0.463	0.043
6.182	118.386	0.378	0.474	0.046
6.184	118.403	0.383	0.468	0.046
6.186	118.419	0.388	0.456	0.047
6.188	118.436	0.387	0.465	0.049
6.190	118.452	0.400	0.459	0.047
6.192	118.468	0.382	0.479	0.044
6.194	118.485	0.384	0.468	0.047
6.196	118.501	0.390	0.463	0.048
6.198	118.518	0.398	0.456	0.052
6.200	118.534	0.399	0.461	0.052
6.202	118.550	0.403	0.453	0.055
6.204	118.567	0.409	0.445	0.054
6.206	118.583	0.407	0.444	0.057
6.208	118.600	0.395	0.455	0.057
6.210	118.616	0.397	0.450	0.053
6.212	118.632	0.395	0.458	0.052
6.214	118.649	0.394	0.458	0.053
6.216	118.665	0.403	0.456	0.060
6.218	118.682	0.396	0.456	0.065
6.220	118.698	0.396	0.447	0.065
6.222	118.714	0.403	0.444	0.061
6.224	118.731	0.407	0.449	0.062
6.226	118.747	0.401	0.459	0.060
6.228	118.764	0.413	0.446	0.065
6.230	118.780	0.414	0.446	0.074
6.232	118.796	0.408	0.451	0.069
6.234	118.813	0.401	0.465	0.062
6.236	118.829	0.388	0.467	0.062
6.238	118.846	0.401	0.450	0.066
6.240	118.862	0.399	0.456	0.060
6.242	118.878	0.405	0.457	0.069
6.244	118.895	0.438	0.420	0.095
6.246	118.911	0.423	0.434	0.100
6.248	118.928	0.410	0.450	0.075
6.250	118.944	0.409	0.460	0.079
6.252	118.960	0.404	0.455	0.081
6.254	118.977	0.422	0.439	0.092
6.256	118.993	0.432	0.431	0.117
6.258	119.010	0.428	0.427	0.140
6.260	119.026	0.441	0.419	0.143
6.262	119.042	0.430	0.428	0.140
6.264	119.059	0.442	0.420	0.160
6.266	119.075	0.435	0.425	0.157
6.268	119.092	0.428	0.430	0.140
6.270	119.108	0.426	0.433	0.118
6.272	119.124	0.407	0.452	0.097
6.274	119.141	0.442	0.424	0.138
6.276	119.157	0.449	0.409	0.170
6.278	119.174	0.436	0.423	0.184
6.280	119.190	0.449	0.416	0.180
6.282	119.206	0.430	0.418	0.139
6.284	119.223	0.437	0.425	0.120
6.286	119.239	0.427	0.428	0.122
6.288	119.256	0.432	0.421	0.145
6.290	119.272	0.432	0.419	0.157
6.292	119.288	0.444	0.404	0.184
6.294	119.305	0.431	0.418	0.176
6.296	119.321	0.428	0.432	0.173
6.298	119.338	0.443	0.422	0.186
6.300	119.354	0.441	0.416	0.193
6.302	119.370	0.433	0.420	0.188
6.304	119.387	0.441	0.418	0.175
6.306	119.403	0.442	0.424	0.203
6.308	119.420	0.451	0.414	0.206
6.310	119.436	0.436	0.422	0.192
6.312	119.452	0.435	0.424	0.191
6.314	119.469	0.447	0.416	0.182
6.316	119.485	0.421	0.434	0.143
6.318	119.502	0.426	0.434	0.135
6.320	119.518	0.427	0.436	0.150
6.322	119.534	0.425	0.435	0.156
6.324	119.551	0.420	0.435	0.110
6.326	119.567	0.419	0.436	0.121
6.328	119.584	0.423	0.435	0.159
6.330	119.600	0.429	0.429	0.155
6.332	119.623	0.430	0.434	0.159
6.334	119.646	0.416	0.429	0.162
6.336	119.668	0.428	0.433	0.153
6.338	119.691	0.425	0.430	0.161
6.340	119.714	0.423	0.431	0.166
6.342	119.737	0.421	0.427	0.162
6.344	119.760	0.421	0.435	0.164
6.346	119.782	0.430	0.431	0.150
6.348	119.805	0.423	0.431	0.153
6.350	119.828	0.428	0.431	0.152
6.352	119.851	0.411	0.443	0.131
6.354	119.874	0.420	0.436	0.128
6.356	119.896	0.426	0.431	0.131
6.358	119.919	0.432	0.425	0.122
6.360	119.942	0.420	0.440	0.125
6.362	119.965	0.432	0.426	0.149
6.364	119.988	0.430	0.425	0.150
6.366	120.010	0.414	0.443	0.120
6.368	120.033	0.401	0.454	0.107
6.370	120.056	0.409	0.451	0.118
6.372	120.079	0.403	0.452	0.102
6.374	120.102	0.422	0.435	0.114
6.376	120.124	0.413	0.441	0.118
6.378	120.147	0.424	0.432	0.125
6.380	120.170	0.436	0.424	0.129
6.382	120.193	0.416	0.433	0.119
6.384	120.216	0.397	0.447	0.096
6.386	120.238	0.389	0.458	0.092
6.388	120.261	0.405	0.448	0.099
6.390	120.284	0.388	0.453	0.099
6.392	120.307	0.400	0.447	0.100
6.394	120.330	0.410	0.449	0.108
6.396	120.352	0.416	0.435	0.101
6.398	120.375	0.397	0.457	0.093
6.400	120.398	0.397	0.459	0.097
6.402	120.421	0.406	0.451	0.100
6.404	120.444	0.394	0.452	0.095
6.406	120.466	0.401	0.451	0.097
6.408	120.489	0.406	0.453	0.092
6.410	120.512	0.389	0.463	0.083
6.412	120.535	0.390	0.472	0.079
6.414	120.558	0.368	0.481	0.072
6.416	120.580	0.375	0.481	0.070
6.418	120.603	0.376	0.481	0.069
6.420	120.626	0.369	0.488	0.068
6.422	120.649	0.369	0.487	0.062
6.424	120.672	0.371	0.482	0.064
6.426	120.694	0.364	0.485	0.065
6.428	120.717	0.364	0.483	0.063
6.430	120.740	0.371	0.487	0.062
6.432	120.771	0.368	0.494	0.059
6.434	120.801	0.376	0.479	0.059
6.436	120.832	0.373	0.483	0.063
6.438	120.863	0.364	0.494	0.058
6.440	120.893	0.373	0.474	0.064
6.442	120.924	0.354	0.496	0.057
6.444	120.955	0.324	0.515	0.047
6.446	120.985	0.312	0.529	0.041
6.448	121.016	0.336	0.513	0.044
6.450	121.047	0.339	0.510	0.052
6.452	121.077	0.345	0.511	0.051
6.454	121.108	0.345	0.510	0.055
6.456	121.139	0.357	0.498	0.062
6.458	121.169	0.365	0.484	0.068
6.460	121.200	0.339	0.507	0.056
6.462	121.231	0.341	0.511	0.053
6.464	121.261	0.332	0.521	0.050
6.466	121.292	0.327	0.525	0.049
6.468	121.323	0.323	0.533	0.045
6.470	121.353	0.318	0.523	0.044
6.472	121.384	0.296	0.555	0.037
6.474	121.415	0.300	0.544	0.036
6.476	121.445	0.294	0.553	0.036
6.478	121.476	0.295	0.553	0.036
6.480	121.507	0.289	0.558	0.034
6.482	121.537	0.271	0.560	0.031
6.484	121.568	0.275	0.559	0.030
6.486	121.599	0.282	0.560	0.029
6.488	121.629	0.291	0.546	0.033
6.490	121.660	0.307	0.550	0.036
6.492	121.691	0.278	0.560	0.032
6.494	121.721	0.268	0.570	0.031
6.496	121.752	0.263	0.573	0.029
6.498	121.783	0.282	0.566	0.033
6.500	121.813	0.313	0.527	0.037
6.502	121.844	0.313	0.532	0.039
6.504	121.875	0.285	0.538	0.033
6.506	121.918	0.287	0.554	0.029
6.508	121.974	0.273	0.575	0.028
6.510	122.030	0.287	0.561	0.029
6.512	122.086	0.264	0.577	0.029
6.574	123.852	0.259	0.571	0.028
6.576	123.909	0.255	0.572	0.026
6.578	123.967	0.254	0.570	0.026
6.580	124.025	0.267	0.557	0.026
6.582	124.083	0.291	0.559	0.027
6.584	124.141	0.268	0.557	0.027
6.586	124.198	0.269	0.563	0.026
6.588	124.254	0.274	0.572	0.026
6.590	124.310	0.272	0.575	0.027
6.592	124.366	0.271	0.561	0.026
6.594	124.422	0.268	0.555	0.026
6.596	124.479	0.282	0.569	0.028
6.598	124.537	0.254	0.555	0.028
6.600	124.595	0.266	0.566	0.027
6.602	124.653	0.274	0.571	0.025
6.604	124.711	0.267	0.560	0.025
6.606	124.779	0.265	0.564	0.024
6.608	124.857	0.267	0.561	0.024
6.610	124.935	0.266	0.559	0.024
6.612	125.013	0.255	0.554	0.024
6.614	125.091	0.276	0.568	0.025
6.616	125.170	0.272	0.572	0.025
6.618	125.250	0.268	0.557	0.026
6.620	125.330	0.275	0.568	0.026
6.622	125.410	0.268	0.561	0.027
6.624	125.490	0.282	0.561	0.027
6.626	125.568	0.274	0.568	0.027
6.628	125.644	0.279	0.558	0.029
6.630	125.720	0.271	0.568	0.030
6.632	125.800	0.271	0.561	0.030
6.634	125.880	0.274	0.558	0.031
6.636	125.960	0.269	0.550	0.029
6.638	126.040	0.300	0.526	0.033
6.640	126.120	0.294	0.534	0.033
6.642	126.200	0.289	0.538	0.031
6.644	126.280	0.270	0.560	0.029
6.646	126.360	0.265	0.564	0.029
6.648	126.440	0.265	0.551	0.031
6.650	126.520	0.280	0.554	0.030
6.652	126.600	0.265	0.551	0.029
6.654	126.680	0.272	0.560	0.028
6.656	126.760	0.274	0.561	0.029
6.658	126.840	0.282	0.555	0.028
6.660	126.920	0.287	0.562	0.028
6.662	127.000	0.262	0.568	0.028
6.664	127.080	0.270	0.572	0.028
6.666	127.160	0.272	0.554	0.029
6.668	127.240	0.266	0.564	0.029
6.670	127.320	0.268	0.558	0.029
6.672	127.400	0.270	0.562	0.030
6.674	127.480	0.279	0.545	0.034
6.676	127.560	0.276	0.555	0.035
6.678	127.640	0.279	0.556	0.034
6.680	127.720	0.286	0.543	0.037
6.682	127.800	0.293	0.530	0.039
6.684	127.880	0.301	0.541	0.038
6.686	127.960	0.294	0.542	0.039
6.688	128.040	0.287	0.560	0.038
6.690	128.120	0.296	0.540	0.040
6.692	128.200	0.294	0.551	0.038
6.694	128.280	0.318	0.523	0.045
6.696	128.360	0.324	0.516	0.048
6.698	128.440	0.318	0.517	0.050
6.700	128.520	0.303	0.519	0.049
6.702	128.600	0.307	0.536	0.047
6.704	128.680	0.319	0.523	0.048
6.706	128.759	0.323	0.510	0.051
6.708	128.837	0.317	0.522	0.050
6.710	128.915	0.318	0.528	0.051
6.712	128.993	0.311	0.519	0.051
6.714	129.071	0.330	0.511	0.050
6.716	129.150	0.340	0.505	0.054
6.718	129.230	0.332	0.510	0.054
6.720	129.310	0.339	0.501	0.057
6.722	129.390	0.327	0.510	0.052
6.724	129.470	0.356	0.491	0.062
6.726	129.552	0.362	0.474	0.068
6.728	129.636	0.357	0.494	0.064
6.730	129.720	0.368	0.487	0.062
6.732	129.804	0.376	0.476	0.064
6.734	129.888	0.367	0.476	0.069
6.736	129.946	0.424	0.432	0.081
6.738	129.978	0.416	0.436	0.073
6.740	130.010	0.413	0.440	0.073
6.742	130.042	0.409	0.433	0.079
6.744	130.074	0.429	0.435	0.078
6.746	130.131	0.427	0.422	0.086
6.748	130.213	0.405	0.441	0.080
6.750	130.295	0.415	0.426	0.080
6.752	130.377	0.429	0.429	0.077
6.754	130.459	0.431	0.423	0.077
6.756	130.534	0.423	0.433	0.076
6.758	130.602	0.413	0.440	0.080
6.760	130.670	0.409	0.447	0.076
6.762	130.738	0.424	0.432	0.081
6.764	130.806	0.418	0.441	0.076
6.766	130.874	0.412	0.446	0.080
6.768	130.942	0.433	0.432	0.082
